"","AFG.1","ALB.1","ANT.1","ARB.1","ARE.1","ARG.1","ARM.1","ATG.1","AUS.1","AUT.1","AZE.1","BDI.1","BEL.1","BEN.1","BFA.1","BGD.1","BGR.1","BHR.1","BHS.1","BIH.1","BLR.1","BLZ.1","BMU.1","BOL.1","BRA.1","BRB.1","BRN.1","BTN.1","BWA.1","CAF.1","CAN.1","CHE.1","CHL.1","CHN.1","CIV.1","CMR.1","COD.1","COG.1","COK.1","COL.1","COM.1","CPV.1","CRI.1","CUB.1","CYP.1","CZE.1","DEU.1","DJI.1","DMA.1","DNK.1","DOM.1","DZA.1","ECU.1","EGY.1","ERI.1","ESP.1","EST.1","ETH.1","FIN.1","FJI.1","FRA.1","FRO.1","GAB.1","GBR.1","GEO.1","GHA.1","GIN.1","GMB.1","GNB.1","GNQ.1","GRC.1","GRD.1","GRL.1","GTM.1","GUY.1","HKG.1","HND.1","HRV.1","HTI.1","HUN.1","IDN.1","IND.1","IRL.1","IRN.1","IRQ.1","ISL.1","ISR.1","ITA.1","JAM.1","JOR.1","JPN.1","KAZ.1","KEN.1","KGZ.1","KHM.1","KIR.1","KNA.1","KOR.1","KWT.1","LAO.1","LBN.1","LBR.1","LBY.1","LCA.1","LKA.1","LSO.1","LTU.1","LUX.1","LVA.1","MAC.1","MAR.1","MDA.1","MDG.1","MDV.1","MEX.1","MKD.1","MLI.1","MLT.1","MMR.1","MNE.1","MNG.1","MOZ.1","MRT.1","MUS.1","MWI.1","MYS.1","NAM.1","NCL.1","NER.1","NGA.1","NIC.1","NLD.1","NOR.1","NPL.1","NZL.1","OMN.1","PAK.1","PAN.1","PER.1","PHL.1","PNG.1","POL.1","PRK.1","PRT.1","PRY.1","PSE.1","PYF.1","QAT.1","ROU.1","RUS.1","RWA.1","SAU.1","SDN.1","SEN.1","SGP.1","SLB.1","SLE.1","SLV.1","SOM.1","SRB.1","SSD.1","STP.1","SUR.1","SVK.1","SVN.1","SWE.1","SWZ.1","SYC.1","SYR.1","TCD.1","TGO.1","THA.1","TJK.1","TKM.1","TLS.1","TON.1","TTO.1","TUN.1","TUR.1","TUV.1","TWN.1","TZA.1","UGA.1","UKR.1","URY.1","USA.1","UZB.1","VCT.1","VEN.1","VNM.1","VUT.1","YEM.1","ZAF.1","ZMB.1","ZWE.1","AFG.2","ALB.2","ANT.2","ARB.2","ARE.2","ARG.2","ARM.2","ATG.2","AUS.2","AUT.2","AZE.2","BDI.2","BEL.2","BEN.2","BFA.2","BGD.2","BGR.2","BHR.2","BHS.2","BIH.2","BLR.2","BLZ.2","BMU.2","BOL.2","BRA.2","BRB.2","BRN.2","BTN.2","BWA.2","CAF.2","CAN.2","CHE.2","CHL.2","CHN.2","CIV.2","CMR.2","COD.2","COG.2","COK.2","COL.2","COM.2","CPV.2","CRI.2","CUB.2","CYP.2","CZE.2","DEU.2","DJI.2","DMA.2","DNK.2","DOM.2","DZA.2","ECU.2","EGY.2","ERI.2","ESP.2","EST.2","ETH.2","FIN.2","FJI.2","FRA.2","FRO.2","GAB.2","GBR.2","GEO.2","GHA.2","GIN.2","GMB.2","GNB.2","GNQ.2","GRC.2","GRD.2","GRL.2","GTM.2","GUY.2","HKG.2","HND.2","HRV.2","HTI.2","HUN.2","IDN.2","IND.2","IRL.2","IRN.2","IRQ.2","ISL.2","ISR.2","ITA.2","JAM.2","JOR.2","JPN.2","KAZ.2","KEN.2","KGZ.2","KHM.2","KIR.2","KNA.2","KOR.2","KWT.2","LAO.2","LBN.2","LBR.2","LBY.2","LCA.2","LKA.2","LSO.2","LTU.2","LUX.2","LVA.2","MAC.2","MAR.2","MDA.2","MDG.2","MDV.2","MEX.2","MKD.2","MLI.2","MLT.2","MMR.2","MNE.2","MNG.2","MOZ.2","MRT.2","MUS.2","MWI.2","MYS.2","NAM.2","NCL.2","NER.2","NGA.2","NIC.2","NLD.2","NOR.2","NPL.2","NZL.2","OMN.2","PAK.2","PAN.2","PER.2","PHL.2","PNG.2","POL.2","PRK.2","PRT.2","PRY.2","PSE.2","PYF.2","QAT.2","ROU.2","RUS.2","RWA.2","SAU.2","SDN.2","SEN.2","SGP.2","SLB.2","SLE.2","SLV.2","SOM.2","SRB.2","SSD.2","STP.2","SUR.2","SVK.2","SVN.2","SWE.2","SWZ.2","SYC.2","SYR.2","TCD.2","TGO.2","THA.2","TJK.2","TKM.2","TLS.2","TON.2","TTO.2","TUN.2","TUR.2","TUV.2","TWN.2","TZA.2","UGA.2","UKR.2","URY.2","USA.2","UZB.2","VCT.2","VEN.2","VNM.2","VUT.2","YEM.2","ZAF.2","ZMB.2","ZWE.2","AFG.3","ALB.3","ANT.3","ARB.3","ARE.3","ARG.3","ARM.3","ATG.3","AUS.3","AUT.3","AZE.3","BDI.3","BEL.3","BEN.3","BFA.3","BGD.3","BGR.3","BHR.3","BHS.3","BIH.3","BLR.3","BLZ.3","BMU.3","BOL.3","BRA.3","BRB.3","BRN.3","BTN.3","BWA.3","CAF.3","CAN.3","CHE.3","CHL.3","CHN.3","CIV.3","CMR.3","COD.3","COG.3","COK.3","COL.3","COM.3","CPV.3","CRI.3","CUB.3","CYP.3","CZE.3","DEU.3","DJI.3","DMA.3","DNK.3","DOM.3","DZA.3","ECU.3","EGY.3","ERI.3","ESP.3","EST.3","ETH.3","FIN.3","FJI.3","FRA.3","FRO.3","GAB.3","GBR.3","GEO.3","GHA.3","GIN.3","GMB.3","GNB.3","GNQ.3","GRC.3","GRD.3","GRL.3","GTM.3","GUY.3","HKG.3","HND.3","HRV.3","HTI.3","HUN.3","IDN.3","IND.3","IRL.3","IRN.3","IRQ.3","ISL.3","ISR.3","ITA.3","JAM.3","JOR.3","JPN.3","KAZ.3","KEN.3","KGZ.3","KHM.3","KIR.3","KNA.3","KOR.3","KWT.3","LAO.3","LBN.3","LBR.3","LBY.3","LCA.3","LKA.3","LSO.3","LTU.3","LUX.3","LVA.3","MAC.3","MAR.3","MDA.3","MDG.3","MDV.3","MEX.3","MKD.3","MLI.3","MLT.3","MMR.3","MNE.3","MNG.3","MOZ.3","MRT.3","MUS.3","MWI.3","MYS.3","NAM.3","NCL.3","NER.3","NGA.3","NIC.3","NLD.3","NOR.3","NPL.3","NZL.3","OMN.3","PAK.3","PAN.3","PER.3","PHL.3","PNG.3","POL.3","PRK.3","PRT.3","PRY.3","PSE.3","PYF.3","QAT.3","ROU.3","RUS.3","RWA.3","SAU.3","SDN.3","SEN.3","SGP.3","SLB.3","SLE.3","SLV.3","SOM.3","SRB.3","SSD.3","STP.3","SUR.3","SVK.3","SVN.3","SWE.3","SWZ.3","SYC.3","SYR.3","TCD.3","TGO.3","THA.3","TJK.3","TKM.3","TLS.3","TON.3","TTO.3","TUN.3","TUR.3","TUV.3","TWN.3","TZA.3","UGA.3","UKR.3","URY.3","USA.3","UZB.3","VCT.3","VEN.3","VNM.3","VUT.3","YEM.3","ZAF.3","ZMB.3","ZWE.3","AFG.4","ALB.4","ANT.4","ARB.4","ARE.4","ARG.4","ARM.4","ATG.4","AUS.4","AUT.4","AZE.4","BDI.4","BEL.4","BEN.4","BFA.4","BGD.4","BGR.4","BHR.4","BHS.4","BIH.4","BLR.4","BLZ.4","BMU.4","BOL.4","BRA.4","BRB.4","BRN.4","BTN.4","BWA.4","CAF.4","CAN.4","CHE.4","CHL.4","CHN.4","CIV.4","CMR.4","COD.4","COG.4","COK.4","COL.4","COM.4","CPV.4","CRI.4","CUB.4","CYP.4","CZE.4","DEU.4","DJI.4","DMA.4","DNK.4","DOM.4","DZA.4","ECU.4","EGY.4","ERI.4","ESP.4","EST.4","ETH.4","FIN.4","FJI.4","FRA.4","FRO.4","GAB.4","GBR.4","GEO.4","GHA.4","GIN.4","GMB.4","GNB.4","GNQ.4","GRC.4","GRD.4","GRL.4","GTM.4","GUY.4","HKG.4","HND.4","HRV.4","HTI.4","HUN.4","IDN.4","IND.4","IRL.4","IRN.4","IRQ.4","ISL.4","ISR.4","ITA.4","JAM.4","JOR.4","JPN.4","KAZ.4","KEN.4","KGZ.4","KHM.4","KIR.4","KNA.4","KOR.4","KWT.4","LAO.4","LBN.4","LBR.4","LBY.4","LCA.4","LKA.4","LSO.4","LTU.4","LUX.4","LVA.4","MAC.4","MAR.4","MDA.4","MDG.4","MDV.4","MEX.4","MKD.4","MLI.4","MLT.4","MMR.4","MNE.4","MNG.4","MOZ.4","MRT.4","MUS.4","MWI.4","MYS.4","NAM.4","NCL.4","NER.4","NGA.4","NIC.4","NLD.4","NOR.4","NPL.4","NZL.4","OMN.4","PAK.4","PAN.4","PER.4","PHL.4","PNG.4","POL.4","PRK.4","PRT.4","PRY.4","PSE.4","PYF.4","QAT.4","ROU.4","RUS.4","RWA.4","SAU.4","SDN.4","SEN.4","SGP.4","SLB.4","SLE.4","SLV.4","SOM.4","SRB.4","SSD.4","STP.4","SUR.4","SVK.4","SVN.4","SWE.4","SWZ.4","SYC.4","SYR.4","TCD.4","TGO.4","THA.4","TJK.4","TKM.4","TLS.4","TON.4","TTO.4","TUN.4","TUR.4","TUV.4","TWN.4","TZA.4","UGA.4","UKR.4","URY.4","USA.4","UZB.4","VCT.4","VEN.4","VNM.4","VUT.4","YEM.4","ZAF.4","ZMB.4","ZWE.4","AFG.5","ALB.5","ANT.5","ARB.5","ARE.5","ARG.5","ARM.5","ATG.5","AUS.5","AUT.5","AZE.5","BDI.5","BEL.5","BEN.5","BFA.5","BGD.5","BGR.5","BHR.5","BHS.5","BIH.5","BLR.5","BLZ.5","BMU.5","BOL.5","BRA.5","BRB.5","BRN.5","BTN.5","BWA.5","CAF.5","CAN.5","CHE.5","CHL.5","CHN.5","CIV.5","CMR.5","COD.5","COG.5","COK.5","COL.5","COM.5","CPV.5","CRI.5","CUB.5","CYP.5","CZE.5","DEU.5","DJI.5","DMA.5","DNK.5","DOM.5","DZA.5","ECU.5","EGY.5","ERI.5","ESP.5","EST.5","ETH.5","FIN.5","FJI.5","FRA.5","FRO.5","GAB.5","GBR.5","GEO.5","GHA.5","GIN.5","GMB.5","GNB.5","GNQ.5","GRC.5","GRD.5","GRL.5","GTM.5","GUY.5","HKG.5","HND.5","HRV.5","HTI.5","HUN.5","IDN.5","IND.5","IRL.5","IRN.5","IRQ.5","ISL.5","ISR.5","ITA.5","JAM.5","JOR.5","JPN.5","KAZ.5","KEN.5","KGZ.5","KHM.5","KIR.5","KNA.5","KOR.5","KWT.5","LAO.5","LBN.5","LBR.5","LBY.5","LCA.5","LKA.5","LSO.5","LTU.5","LUX.5","LVA.5","MAC.5","MAR.5","MDA.5","MDG.5","MDV.5","MEX.5","MKD.5","MLI.5","MLT.5","MMR.5","MNE.5","MNG.5","MOZ.5","MRT.5","MUS.5","MWI.5","MYS.5","NAM.5","NCL.5","NER.5","NGA.5","NIC.5","NLD.5","NOR.5","NPL.5","NZL.5","OMN.5","PAK.5","PAN.5","PER.5","PHL.5","PNG.5","POL.5","PRK.5","PRT.5","PRY.5","PSE.5","PYF.5","QAT.5","ROU.5","RUS.5","RWA.5","SAU.5","SDN.5","SEN.5","SGP.5","SLB.5","SLE.5","SLV.5","SOM.5","SRB.5","SSD.5","STP.5","SUR.5","SVK.5","SVN.5","SWE.5","SWZ.5","SYC.5","SYR.5","TCD.5","TGO.5","THA.5","TJK.5","TKM.5","TLS.5","TON.5","TTO.5","TUN.5","TUR.5","TUV.5","TWN.5","TZA.5","UGA.5","UKR.5","URY.5","USA.5","UZB.5","VCT.5","VEN.5","VNM.5","VUT.5","YEM.5","ZAF.5","ZMB.5","ZWE.5","AFG.6","ALB.6","ANT.6","ARB.6","ARE.6","ARG.6","ARM.6","ATG.6","AUS.6","AUT.6","AZE.6","BDI.6","BEL.6","BEN.6","BFA.6","BGD.6","BGR.6","BHR.6","BHS.6","BIH.6","BLR.6","BLZ.6","BMU.6","BOL.6","BRA.6","BRB.6","BRN.6","BTN.6","BWA.6","CAF.6","CAN.6","CHE.6","CHL.6","CHN.6","CIV.6","CMR.6","COD.6","COG.6","COK.6","COL.6","COM.6","CPV.6","CRI.6","CUB.6","CYP.6","CZE.6","DEU.6","DJI.6","DMA.6","DNK.6","DOM.6","DZA.6","ECU.6","EGY.6","ERI.6","ESP.6","EST.6","ETH.6","FIN.6","FJI.6","FRA.6","FRO.6","GAB.6","GBR.6","GEO.6","GHA.6","GIN.6","GMB.6","GNB.6","GNQ.6","GRC.6","GRD.6","GRL.6","GTM.6","GUY.6","HKG.6","HND.6","HRV.6","HTI.6","HUN.6","IDN.6","IND.6","IRL.6","IRN.6","IRQ.6","ISL.6","ISR.6","ITA.6","JAM.6","JOR.6","JPN.6","KAZ.6","KEN.6","KGZ.6","KHM.6","KIR.6","KNA.6","KOR.6","KWT.6","LAO.6","LBN.6","LBR.6","LBY.6","LCA.6","LKA.6","LSO.6","LTU.6","LUX.6","LVA.6","MAC.6","MAR.6","MDA.6","MDG.6","MDV.6","MEX.6","MKD.6","MLI.6","MLT.6","MMR.6","MNE.6","MNG.6","MOZ.6","MRT.6","MUS.6","MWI.6","MYS.6","NAM.6","NCL.6","NER.6","NGA.6","NIC.6","NLD.6","NOR.6","NPL.6","NZL.6","OMN.6","PAK.6","PAN.6","PER.6","PHL.6","PNG.6","POL.6","PRK.6","PRT.6","PRY.6","PSE.6","PYF.6","QAT.6","ROU.6","RUS.6","RWA.6","SAU.6","SDN.6","SEN.6","SGP.6","SLB.6","SLE.6","SLV.6","SOM.6","SRB.6","SSD.6","STP.6","SUR.6","SVK.6","SVN.6","SWE.6","SWZ.6","SYC.6","SYR.6","TCD.6","TGO.6","THA.6","TJK.6","TKM.6","TLS.6","TON.6","TTO.6","TUN.6","TUR.6","TUV.6","TWN.6","TZA.6","UGA.6","UKR.6","URY.6","USA.6","UZB.6","VCT.6","VEN.6","VNM.6","VUT.6","YEM.6","ZAF.6","ZMB.6","ZWE.6"
"AFG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,6150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46706666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,280280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,2446666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,6150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46706666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,280280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,2446666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,6150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46706666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,280280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,2446666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,6150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46706666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,280280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,2446666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,6150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46706666.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,280280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,2446666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908970000,1230000,0,480930000,0,0,0,0,0,0,0,0,0,0,3075000,0,0,830000,3690000,7380000,0,0,0,0,0,0,0,0,6150000,12300000,0,0,0,0,0,46740000,0,0,0,0,0,0,0,0,0,0,0,429885000,11070000,0,0,0,0,0,1301155000,0,0,0,0,0,0,54735000,0,3690000,0,0,0,0,0,0,12300000,319920000,0,0,0,0,0,0,0,0,0,0,0,0,55965000,0,0,0,0,0,0,0,0,0,0,3690000,0,0,2460000,1562355000,0,4920000,0,111135000,0,0,0,1230000,0,0,0,0,12233333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,285591666.666667,0,0,0,0,0,0,3145725000,0,0,0,0,0,0,0,0,0,0,1265445000,0,0,0,27060000,0,0,0,7340000,0,0,0,0,0,0,0,0,0,0,43050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908970000,1230000,0,480930000,0,0,0,0,0,0,0,0,0,0,3075000,0,0,830000,25667343.4063684,74537182.483364,0,0,0,0,0,0,0,0,60342354.9508779,12300000,0,0,0,0,0,46740000,0,0,0,0,0,0,0,0,0,0,0,429885000,2579690533.44931,0,0,0,0,0,1301155000,0,0,0,0,0,0,54735000,0,3690000,0,0,0,0,0,0,12300000,319920000,0,0,0,0,0,0,0,0,0,0,0,0,2445684910.14972,0,0,0,0,0,0,0,0,0,0,3690000,0,0,2460000,1562355000,0,137109435.962315,0,111457629.124052,0,0,0,1230000,0,0,0,0,12575291.2154815,0,0,0,0,0,0,0,0,0,0,0,0,285591666.666667,0,0,0,0,0,0,3145725000,0,0,0,0,0,0,0,0,0,0,1265445000,0,0,0,27060000,0,0,0,8119534.83912887,0,0,0,0,0,0,0,0,0,0,43050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908970000,1230000,0,480930000,0,0,0,0,0,0,0,0,0,0,3075000,0,0,830000,15073162.3063793,60473927.3032274,0,0,0,0,0,0,0,0,91544048.2997573,12300000,0,0,0,0,0,46740000,0,0,0,0,0,0,0,0,0,0,0,429885000,2201432492.06014,0,0,0,0,0,1301155000,0,0,0,0,0,0,54735000,0,3690000,0,0,0,0,0,0,54131042.5060376,1081124228.32803,0,0,0,0,0,0,0,0,0,0,0,0,1651725051.05438,0,0,0,0,0,0,0,0,0,0,3690000,0,0,2460000,1562355000,0,60839460.973546,0,111214123.977545,0,0,0,1230000,0,0,0,0,12326678.3923298,0,0,0,0,0,0,0,0,0,0,0,0,285591666.666667,0,0,0,0,0,0,3145725000,0,0,0,0,0,0,0,0,0,0,1265445000,0,0,0,27060000,0,0,0,7556658.19653405,0,0,0,0,0,0,0,0,0,0,43050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908970000,1230000,0,480930000,0,0,0,0,0,0,0,0,0,0,3075000,0,0,830000,3690000,7380000,0,0,0,0,0,0,0,0,6150000,12300000,0,0,0,0,0,46740000,0,0,0,0,0,0,0,0,0,0,0,429885000,11070000,0,0,0,0,0,1301155000,0,0,0,0,0,0,54735000,0,3690000,0,0,0,0,0,0,12300000,319920000,0,0,0,0,0,0,0,0,0,0,0,0,55965000,0,0,0,0,0,0,0,0,0,0,3690000,0,0,2460000,1562355000,0,4920000,0,111135000,0,0,0,1230000,0,0,0,0,12233333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,285591666.666667,0,0,0,0,0,0,3145725000,0,0,0,0,0,0,0,0,0,0,1265445000,0,0,0,27060000,0,0,0,7340000,0,0,0,0,0,0,0,0,0,0,43050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908970000,1230000,0,480930000,0,0,0,0,0,0,0,0,0,0,3075000,0,0,830000,3690000,7380000,0,0,0,0,0,0,0,0,6150000,12300000,0,0,0,0,0,46740000,0,0,0,0,0,0,0,0,0,0,0,429885000,11070000,0,0,0,0,0,1301155000,0,0,0,0,0,0,54735000,0,3690000,0,0,0,0,0,0,12300000,319920000,0,0,0,0,0,0,0,0,0,0,0,0,55965000,0,0,0,0,0,0,0,0,0,0,3690000,0,0,2460000,1562355000,0,4920000,0,111135000,0,0,0,1230000,0,0,0,0,12233333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,285591666.666667,0,0,0,0,0,0,3145725000,0,0,0,0,0,0,0,0,0,0,1265445000,0,0,0,27060000,0,0,0,7340000,0,0,0,0,0,0,0,0,0,0,43050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908970000,1230000,0,480930000,0,0,0,0,0,0,0,0,0,0,3075000,0,0,830000,3690000,7380000,0,0,0,0,0,0,0,0,6150000,12300000,0,0,0,0,0,46740000,0,0,0,0,0,0,0,0,0,0,0,429885000,11070000,0,0,0,0,0,1301155000,0,0,0,0,0,0,54735000,0,3690000,0,0,0,0,0,0,12300000,319920000,0,0,0,0,0,0,0,0,0,0,0,0,55965000,0,0,0,0,0,0,0,0,0,0,3690000,0,0,2460000,1562355000,0,4920000,0,111135000,0,0,0,1230000,0,0,0,0,12233333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,285591666.666667,0,0,0,0,0,0,3145725000,0,0,0,0,0,0,0,0,0,0,1265445000,0,0,0,27060000,0,0,0,7340000,0,0,0,0,0,0,0,0,0,0,43050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
